"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"1","23ae9db3acb295e9ce4c84c8f4caec09",558,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"2","4a3a00fa9f487d32389603472741c608",558,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"3","2d1a59d86a729fa16f507a12f86d837c",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"4","2ea8f60e4eb83f85d92b1ab8b763fa71",559,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"5","bc6e6ed30b0ea44ac6d9bfd84e1d1a87",559,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"6","c2940de293daae3f790a254e6dbaf421",561,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"7","8b96264d8c994cfb1b8ecddabcf80ced",441,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"8","b6b2ebff1d87ae919cc7ba1809c5b8f4",437,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"9","093740979889e96c669694a3c732b8c0",558,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"10","8d0b0ed626fabe6080c347b724b48092",557,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"11","de4ebcba98326c317e20df9047d6674e",561,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"12","f35fae26582d6ba81729cf3647b8f23f",557,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"13","3446da00ab1c4d253163edc27fc1d061",555,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"14","264d29d5d0c017f10f2f087600eece80",558,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"15","92ac14060b953f30f1e17f6eb9611614",555,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"16","1f3f6a93f021a93c8951c4b39fdc200b",554,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"17","ab75ab044723a2885f36345bced0b29e",557,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"18","537501447118d2df80c21fa4a280a3c6",562,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"19","e2cb8b6dbad662b2c9689cdc07ddbc59",560,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"20","fbf806b011cb0a60694b2c6dbb65439b",561,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"21","2e29e8dd578f67215e3108a1f1f0fe17",561,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"22","7e56e77c30a0a6a62439104e61ea3501",561,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"23","287429a138ea0039586d26a837950828",560,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"24","47f3c221f1274ceb1f5087498612a05f",563,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"25","babfaf4ccb7d16027771da6cb3f93a36",561,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"26","bbb02d1571fe89ec4aaebbec3566624d",557,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"27","f8bbfac75acf7fc5f1127bb207305bca",441,"male","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"28","5d176babc69cbf81f4df5d532a5f2ea3",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"29","bc21c613ac1bfe1f0bc26ffba6f7fa5f",560,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"30","9ce8981db8530b907730724c89a79c4c",549,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"31","d1052f8886585a6b5d50fd6605a3b45f",559,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"32","86c56f204979aee1c1631c93f3e68e4d",561,"male","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"33","82d156453b4291865e784a95a6a458ef",559,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"34","afda009b31dde550c5d22f8098cd80e9",441,"female","GMC late adult (53 weeks)","HMGULA_001","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
"35","8f97e90e893e25d7524c9e273d1afbf2",562,"female","GMC late adult (70 weeks)","HMGULA_002","Tissue Embedding and Block Banking","HMGULA_BLK_001","HMGULA_BLK","Salivary gland","HMGULA_BLK_043_001","Block banked"
