"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","data_point","discrete_point","time_point"
"1","78461e18d721088fbcb6943d33eee826",497,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",67,2,"2021-02-02T00:00:00Z"
"2","6010262f5420374617664b147fc9e3eb",496,"female","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",33,2,"2019-10-01T00:00:00Z"
"3","caba93db868c46b2ef5b97b15f172b08",495,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",73,2,"2020-09-01T00:00:00Z"
"4","92ac14060b953f30f1e17f6eb9611614",495,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",169,1,"2020-05-07T00:00:00Z"
"5","00bdeed58908faffba2f4b4631015233",496,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",84,3,"2021-08-09T00:00:00Z"
"6","4a3f53d31f6ef15889ca66ea4456e5ae",495,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",0,1,"2020-04-20T00:00:00Z"
"7","73fcd62647587656893129d262bc5304",494,"male","GMC late adult (70 weeks)","HMGULA_002","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",38,2,"2021-08-09T00:00:00Z"
"8","0310e17280cfd6bce17e2b8f8002bd6a",377,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",62,2,"2017-09-15T00:00:00Z"
"9","6e846a3b75830f5db0974b8c6dfaa8ab",382,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",63,3,"2019-05-24T00:00:00Z"
"10","f0e1d62179b89faa3dcefa618676be5c",375,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",47,1,"2017-11-14T00:00:00Z"
"11","9059253be6198e13bce89a1e59292160",373,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",124,3,"2018-01-23T00:00:00Z"
"12","0310e17280cfd6bce17e2b8f8002bd6a",377,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",36,1,"2017-09-15T00:00:00Z"
"13","ef371aa78a2f1e9dc32ce044ed7263d9",359,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",132,3,"2017-11-14T00:00:00Z"
"14","a241c40103ad4b2f2fb2a3469e5b0366",377,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",9,1,"2017-11-15T00:00:00Z"
"15","e210287b5e523b049eb9f992aef59df1",374,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",44,1,"2018-12-27T00:00:00Z"
"16","54ec5f249f3583d2e8c46ba2cb09d01f",378,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",10,2,"2017-10-17T00:00:00Z"
"17","152f34cb571d4daa7b582569226a209f",380,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",10,2,"2018-12-27T00:00:00Z"
"18","37392c5b262ca4031a1d9076483ff17b",378,"female","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",19,1,"2018-01-24T00:00:00Z"
"19","97bf252b069187a12f8310e27340aa55",376,"male","GMC late adult (53 weeks)","HMGULA_001","Rotarod","HMGULA_ROT_001","HMGULA_ROT","Latency to fall","HMGULA_ROT_001_001",16,2,"2017-11-14T00:00:00Z"
