"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","data_point"
"1","2e29e8dd578f67215e3108a1f1f0fe17",529,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",1572.7986
"2","ad2e42291f0d74bed9e79e98aa67c666",390,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",16231.967
"3","c657d8db2636c0be241fd52989cb9d91",404,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",13757.918
"4","3c9c790e431416a44e429fb3589a336c",406,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",13706.571
"5","2ea8f60e4eb83f85d92b1ab8b763fa71",527,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",1537.6676
"6","7c9143fdfab56058cb53a31e0b076d29",406,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",4272.495
"7","be996a2a71816e43693571ce11968677",405,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",12063.516
"8","54ec5f249f3583d2e8c46ba2cb09d01f",408,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",10581.246
"9","5ce5bd2061697b5ccb71e2fe0acf2369",403,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",3082.0862
"10","679d54defa1baadd27c6717b469a3394",410,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Area under glucose response curve","HMGULA_IPG_012_001",17841.246
