"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","text_value"
"1","04fced2246fde2a4c2524e6fa02ee2ec",561,"female","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"2","d5e045683035bd2ab14406cfdab9e048",556,"male","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"3","b6134e73ea37690c14371d0075c6d974",561,"female","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"4","30b7c876a9c062c247d5862c0c429a17",440,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"5","6e846a3b75830f5db0974b8c6dfaa8ab",441,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"6","5d6174c22697755eeb4eb2756d61cc84",441,"male","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"7","8ac6b2d5d6693bbbb21d36dcb541b7c6",435,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"8","d85bb815b681aad45ceb08b9eac7e126",437,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"9","c9ffcc188dbc0222b0bdcb661e5d48c7",440,"male","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"10","422e196125438b63f17dfefb03bed406",438,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"11","af23b4e2c52c5ed634cac8f86383fdcd",441,"male","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"12","13570eec4098b98c8dd51fa8b7ec6a66",438,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"13","dfd17d0961e30c4bc3f903e7d06961d1",439,"female","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"14","199f35764f242960621dd25cf2dd47d8",559,"female","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"15","9e3c53928da35a305c92e34924a36548",559,"male","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"16","bd3ede5cd68bf67b2d59560140599d54",440,"male","GMC late adult (53 weeks)","HMGULA_001","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
"17","5fd93a1fea2251d9391ce42d9d224a3f",561,"male","GMC late adult (70 weeks)","HMGULA_002","Clinical Chemistry","HMGULA_CBC_002","HMGULA_CBC","LIH (Hemolysis Severity - available on AU analysers)","HMGULA_CBC_019_001","0 0 0"
