"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"1","2aae74d830949744229954185b215bca",391,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"2","1cb43e78984ec66eb9d87c853d7485f4",507,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"3","fd19c8fd30e9c6213831bdeacd565773",512,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"4","093740979889e96c669694a3c732b8c0",511,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"5","199f35764f242960621dd25cf2dd47d8",512,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"6","85726fd3a36e6bf15e28d40650d34bea",513,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"7","e234432d824a0debd21a0735555034b1",386,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"8","580510718dcb05786e832800bb03c4be",392,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"9","c5d55e039e060dc48fb880b9b3cf2711",392,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
"10","4584f535ec7513966243c9faf4f4e64e",509,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper lip morphology","HMGULA_DYS_064_001","As expected"
