"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","data_point","discrete_point","time_point"
"1","ec3cb60a57c0bfeb25279341fed11c00",525,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",190.06882,120,"2020-08-18T00:00:00Z"
"2","1173280af280d49b49f1752078dd4bc6",527,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",239.07234,60,"2020-06-04T00:00:00Z"
"3","92b2490c81b91f82189bfe794139d3d4",522,"female","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",183.94337,60,"2020-06-04T00:00:00Z"
"4","c15958f713179dd9cc99c4b495d9d99b",527,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",281.9504,60,"2020-10-15T00:00:00Z"
"5","f3fbb89777a08737690385c97dd9bdaa",519,"female","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",183.94337,120,"2020-06-04T00:00:00Z"
"6","84b4fe88701a693d83df31d6fb5730a0",528,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",450.94052,15,"2020-10-15T00:00:00Z"
"7","fe52075accb753b7ea182d4dddaec37a",526,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",268.97888,60,"2021-02-23T00:00:00Z"
"8","50f696ff1f6f30b3b71097267716b37f",524,"female","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",254.9264,120,"2019-10-29T00:00:00Z"
"9","e1ca6766d65c7f299e2eda98461b2f52",512,"female","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",268.97888,30,"2020-01-09T00:00:00Z"
"10","fb8c2bc6a7add4d78f072a3a04f42661",524,"male","GMC late adult (70 weeks)","HMGULA_002","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",368.0669,60,"2019-10-29T00:00:00Z"
"11","ea4ebde341d0ccc8f064bd044840d482",402,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",403.01794,30,"2019-01-23T00:00:00Z"
"12","9059253be6198e13bce89a1e59292160",404,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",263.03363,60,"2018-02-23T00:00:00Z"
"13","0310e17280cfd6bce17e2b8f8002bd6a",402,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",266.99713,15,"2017-10-10T00:00:00Z"
"14","5540328ac972d65c4e121023654bc492",410,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",332.9357,15,"2017-12-14T00:00:00Z"
"15","580510718dcb05786e832800bb03c4be",407,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",303.0291,30,"2019-01-23T00:00:00Z"
"16","3c9c790e431416a44e429fb3589a336c",406,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",168.99008,120,"2019-10-02T00:00:00Z"
"17","35edc46c3ac4ee86b8299d93efb75c9b",406,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",334.91745,15,"2019-06-17T00:00:00Z"
"18","5ce5bd2061697b5ccb71e2fe0acf2369",403,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",343.02466,15,"2018-02-19T00:00:00Z"
"19","97e444f70e0264eb4b2f8321abb509ee",404,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",236.9104,60,"2018-02-23T00:00:00Z"
"20","1ad43289469c20d7d8d420be8e91543f",406,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",161.06303,0,"2018-02-19T00:00:00Z"
"21","c657d8db2636c0be241fd52989cb9d91",404,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",308.0736,30,"2018-02-19T00:00:00Z"
"22","f4226d4b6963d4cd49543f119a0b134e",403,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",339.96194,15,"2019-10-02T00:00:00Z"
"23","9af9e1974f8e6f5151c3077d20fdb4ef",401,"female","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",230.96512,15,"2019-01-23T00:00:00Z"
"24","be996a2a71816e43693571ce11968677",405,"male","GMC late adult (53 weeks)","HMGULA_001","Intraperitoneal glucose tolerance test (IPGTT)","HMGULA_IPG_001","HMGULA_IPG","Blood glucose concentration","HMGULA_IPG_002_001",286.9949,30,"2017-10-10T00:00:00Z"
