"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"1","f4226d4b6963d4cd49543f119a0b134e",388,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"2","393204fe2f454f836d7d29e0e99764ae",513,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"3","775c8b588fe7376a7936a37930f9c623",514,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"4","a9d72f2d337f46551542f37ff4443c6e",505,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"5","06d7c1c4eecb312a27b56141ab8056c4",511,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"6","c1d39aee67f2531595b902c79f72d495",505,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"7","35edc46c3ac4ee86b8299d93efb75c9b",393,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"8","afda009b31dde550c5d22f8098cd80e9",393,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"9","21c003c371ca09ba416e842e55360f6c",391,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"10","a4f0747b4dcb4e83d6d7867814e47975",506,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"11","5fd93a1fea2251d9391ce42d9d224a3f",511,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"12","26254535a28b49054790fd1fbffe701c",511,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"13","70637a41ff4b30732267a0920ac7d0d6",509,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"14","c5c812843d055c9c4d01023de98a7de3",509,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"15","c51a9c03f17ae1f40e3dd0cfa020eec4",393,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"16","79eede859a863c334c682aeb38ff8b77",511,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"17","44713eece148ac90ba2c25966cce979f",504,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"18","14f5ce00964ba5b12e97a0faba585091",517,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"19","bda1bf95521b10ef93613b0ff2a29d97",514,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"20","ac87bae847384b6b2db3d2b4f310ab49",393,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"21","e4712e6fe63842e0cef59cd56664edfe",393,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"22","ac9a2293299481b5a3e6ad50575c76d4",513,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"23","2a3597d91820cc0577b9c26207e74ab4",509,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"24","dad2a240a02e77dfe867694333eabedb",513,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"25","8fa54af32bba57b2c785b19f6d5d2d22",506,"male","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"26","08964716ba5647ecb5ac13c2c5c3ac92",504,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"27","3af62f04f521657f8bd565fb4cc120cb",390,"female","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"28","8e0710da139af2bd8a5120b06a8265c6",393,"male","GMC late adult (53 weeks)","HMGULA_001","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
"29","264d29d5d0c017f10f2f087600eece80",508,"female","GMC late adult (70 weeks)","HMGULA_002","Dysmorphology","HMGULA_DYS_001","HMGULA_DYS","Upper teeth appearance","HMGULA_DYS_058_001","As expected"
