"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","category"
"1","8e0710da139af2bd8a5120b06a8265c6",369,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"2","a241c40103ad4b2f2fb2a3469e5b0366",372,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"3","08de23e337f1fe70764840e046cbbda7",373,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"4","8ac6b2d5d6693bbbb21d36dcb541b7c6",366,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"5","63e5f07e8e54320cc62d3bb16763f575",489,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"6","44713eece148ac90ba2c25966cce979f",478,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Absent"
"7","da4946904cb219f539252a2151b82ee6",490,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"8","f2ddebf55c82adf6b017227ab91816d5",367,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"9","3ab75a21b879360b1d4afecf58acb777",368,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"10","e7f5332e47e85cac2be49eae78d2bac4",367,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"11","6f916a32914c5c06dc0410c5818fce00",371,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"12","f6f5eda7e1b6419ffc762dc47bd34713",368,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"13","2d0e8718e597ba4810a09bac6880e723",489,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"14","da5ae9059ba74a87018398530271a7f0",491,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Absent"
"15","87494cf8dc929d523ce67bf73c5c5438",486,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"16","9a2ecaa88eae0b7ef140c1aa1d9e4976",492,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"17","cb81c1be6a4578636ff7fa96ec70c8a3",372,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"18","43c825e9eb602bcfd9084b0e431b3ac7",372,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"19","3462138770ff8ddc0e9e9fec425b3bf7",494,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"20","66709e1b8ed88378005b4b8130246f43",492,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"21","785baf0dd1c66446969dd9070bbf1ad3",492,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"22","927e114d59a418b6fac0b6bd9630697b",491,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"23","292ceb330e18d16435b695d0436ca29f",490,"female","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"24","b4947c8cae3b4757b1f6df8aa86373f8",488,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"25","9e3c53928da35a305c92e34924a36548",483,"male","GMC late adult (70 weeks)","HMGULA_002","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Absent"
"26","064d4d8ef6a620be40d179d5b4d9cc55",372,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"27","62d5a599b957469e9d90edf534365ce9",375,"male","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
"28","9a52bba8003857370f11e6e0e624b02a",376,"female","GMC late adult (53 weeks)","HMGULA_001","SHIRPA","HMGULA_SHI_001","HMGULA_SHI","Contact righting","HMGULA_SHI_015_001","Present"
