"","specimen_id","age_in_days","sex","pipeline_name","pipeline_stable_id","procedure_name","procedure_stable_id","procedure_group","parameter_name","parameter_stable_id","data_point"
"1","8ac6b2d5d6693bbbb21d36dcb541b7c6",435,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",38229
"2","7f2450073159006c5064991e08df3bc0",432,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",9732
"3","e2acc0922ca0b608b56cb2e61bd63629",430,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",7439
"4","6f916a32914c5c06dc0410c5818fce00",432,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",18784
"5","3476a556993024cb82351f16d64b093e",444,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",13706
"6","c657d8db2636c0be241fd52989cb9d91",433,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",11211
"7","49b4ae3db82fb8d66751b62cd9ebbb47",439,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",2295
"8","14e93ecfbbf4e0b4084b0f2df63de50e",439,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",2771
"9","e388cef0d6871a5828004a84c4ed8c81",442,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",21824
"10","9e7a133167b767ba4899c47b9f77290d",433,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",16650
"11","c5d55e039e060dc48fb880b9b3cf2711",439,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",3298
"12","37392c5b262ca4031a1d9076483ff17b",433,"female","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",8578
"13","5540328ac972d65c4e121023654bc492",443,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",13428
"14","977cd0373e8fc7deb832d104ab8a455b",443,"male","GMC late adult (53 weeks)","HMGULA_001","Immunophenotyping","HMGULA_IMM_001","HMGULA_IMM","RP Macrophage (CD19-  CD11c-)","HMGULA_IMM_076_001",14705
